day,scenario,seed,mean_health,mean_sdh_risk,mean_isolation,mean_acute_dependence,acute_events_today,prevention_acts_today,social_links_today,mean_fatigue,gini_fatigue,burnout_count,top10_load_ratio,coop_acts_today,mean_virtue,mean_eudaimonia,swf_utility,swf_eudaimonia,swf_penalty,social_welfare,coordination_level,pending_tasks,M1,M2,M3,M4,M5,FC_A1,FC_A2,FC_A3,FC_B1,FC_B2,FC_B3,FC_B4,FC_C1,FC_C2,FC_C3,cum_acute_events,cum_M1,cum_M2,cum_M3,cum_M4,cum_M5,cum_FC_A1,cum_FC_A2,cum_FC_A3,cum_FC_B1,cum_FC_B2,cum_FC_B3,cum_FC_B4,cum_FC_C1,cum_FC_C2,cum_FC_C3,total_nudge_interventions,nudge_N1,nudge_N2,nudge_N3,nudge_N4,nudge_N5,label
15,C,0,0.5901,0.3935,0.3026,0.2445,10,10,0,0.3873,0.5596,10,0.5,1,0.11857142857142855,0.5767111397208289,35.0,20.1849,0.2481,53.9442,0.696,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,83,15,15,15,0,0,0,0,9,8,9,0,1,14,0,0,14,0,0,14,0,0,C-noN3
16,C,0,0.5933,0.3958,0.3059,0.248,3,15,0,0.3978,0.5433,12,0.3889,6,0.12714285714285714,0.5736262230921465,35.0,20.0769,0.2056,54.0487,0.696,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,86,16,16,16,0,0,0,0,10,8,10,0,1,15,0,0,15,0,0,15,0,0,C-noN3
17,C,0,0.5898,0.3986,0.3094,0.2595,5,14,0,0.4056,0.5335,12,0.4737,2,0.13,0.5701861847747246,35.0,19.9565,0.1503,54.2048,0.696,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,91,17,17,17,0,0,0,0,11,9,11,0,1,16,0,0,16,0,0,16,0,0,C-noN3
18,C,0,0.584,0.401,0.3126,0.2747,6,15,0,0.4212,0.5182,11,0.4286,6,0.13857142857142857,0.5689144520869428,35.0,19.912,0.1503,54.1603,0.696,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,97,18,18,18,0,0,0,0,12,10,12,0,1,17,0,0,17,0,0,17,0,0,C-noN3
19,C,0,0.5697,0.4056,0.3174,0.2985,8,9,0,0.428,0.5153,11,0.4118,2,0.14142857142857143,0.5643143136058355,35.0,19.751,0.1526,53.9883,0.696,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,105,19,19,19,0,0,0,0,13,11,13,0,1,18,0,0,18,0,0,18,0,0,C-noN3
20,C,0,0.5682,0.4065,0.3196,0.3195,8,19,0,0.4521,0.4934,13,0.3333,6,0.14999999999999997,0.5649541589001117,35.0,19.7734,0.201,53.7685,0.696,0,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,113,20,20,20,0,0,0,0,14,11,14,0,2,19,0,0,19,0,0,19,0,0,C-noN3
21,C,0,0.5616,0.4111,0.3244,0.3267,4,9,0,0.4556,0.4974,13,0.6154,3,0.15428571428571428,0.5534005969422792,35.0,19.369,0.2484,53.1272,0.696,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,117,21,21,21,0,0,0,0,15,12,15,0,2,20,0,0,20,0,0,20,0,0,C-noN3
22,C,0,0.5567,0.4131,0.3274,0.342,6,16,0,0.4797,0.4723,16,0.4091,4,0.16000000000000003,0.5450096419735126,35.0,19.0753,0.3173,52.4889,0.696,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,123,22,22,22,0,0,0,0,16,13,16,0,2,21,0,0,21,0,0,21,0,0,C-noN3
23,C,0,0.5467,0.4173,0.3319,0.3572,6,10,0,0.4907,0.4583,16,0.5,0,0.16000000000000003,0.5335630660931889,35.0,18.6747,0.2904,52.2226,0.696,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,129,23,23,23,0,0,0,0,17,14,17,0,2,22,0,0,22,0,0,22,0,0,C-noN3
24,C,0,0.5395,0.4208,0.3359,0.37,7,12,0,0.5053,0.4375,17,0.4737,3,0.16428571428571428,0.5260019486034527,35.0,18.4101,0.2961,51.9294,0.696,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,136,24,24,24,0,0,0,0,18,15,18,0,2,23,0,0,23,0,0,23,0,0,C-noN3
25,C,0,0.5358,0.4247,0.3401,0.374,5,11,0,0.5156,0.4316,16,0.5625,3,0.1685714285714286,0.514018531834541,35.0,17.9906,0.3319,51.3311,0.696,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,141,25,25,25,0,0,0,0,19,16,19,0,2,24,0,0,24,0,0,24,0,0,C-noN3
26,C,0,0.5296,0.4267,0.3431,0.3895,7,16,0,0.5398,0.402,17,0.4348,5,0.1757142857142857,0.5078530705881028,35.0,17.7749,0.306,51.245,0.696,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,148,26,26,26,0,0,0,0,20,17,20,0,2,25,0,0,25,0,0,25,0,0,C-noN3
27,C,0,0.5293,0.4302,0.3471,0.3925,3,12,0,0.5432,0.3949,16,0.6,1,0.17714285714285713,0.4984259551306987,35.0,17.4449,0.2382,51.254,0.696,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,151,27,27,27,0,0,0,0,21,18,21,0,2,26,0,0,26,0,0,26,0,0,C-noN3
28,C,0,0.518,0.436,0.3526,0.4035,5,6,0,0.5339,0.3982,14,0.4545,3,0.1814285714285714,0.4885907791892281,35.0,17.1007,0.2261,50.97,0.696,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,156,28,28,28,0,0,0,0,22,19,22,0,2,27,0,0,27,0,0,27,0,0,C-noN3
29,C,0,0.5076,0.4391,0.3564,0.4202,8,13,0,0.54,0.3974,12,0.4286,4,0.18714285714285714,0.48720545162403944,35.0,17.0522,0.2122,50.9914,0.696,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,164,29,29,29,0,0,0,0,23,20,23,0,2,28,0,0,28,0,0,28,0,0,C-noN3
30,C,0,0.5134,0.4411,0.3594,0.4187,2,16,0,0.5462,0.4004,18,0.3889,4,0.19285714285714287,0.4779194351658326,35.0,16.7272,0.397,49.7419,0.696,0,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,166,30,30,30,0,0,0,0,24,20,24,0,3,29,0,0,29,0,0,29,0,0,C-noN3
31,C,0,0.5011,0.4435,0.3626,0.4422,10,15,0,0.5676,0.3813,18,0.4,4,0.19857142857142857,0.47276373973125346,35.0,16.5467,0.3947,49.5732,0.696,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,176,31,31,31,0,0,0,0,25,21,25,0,3,30,0,0,30,0,0,30,0,0,C-noN3
32,C,0,0.5037,0.4462,0.3661,0.4407,2,14,0,0.5754,0.3721,19,0.5,4,0.20428571428571426,0.4623363254661139,35.0,16.1818,0.3704,49.33,0.696,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,178,32,32,32,0,0,0,0,26,22,26,0,3,31,0,0,31,0,0,31,0,0,C-noN3
33,C,0,0.5026,0.4501,0.3704,0.441,3,11,0,0.5811,0.3682,19,0.5714,2,0.20714285714285716,0.4468986179580267,35.0,15.6415,0.3792,48.7456,0.696,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,181,33,33,33,0,0,0,0,27,23,27,0,3,32,0,0,32,0,0,32,0,0,C-noN3
34,C,0,0.483,0.4536,0.3744,0.4745,12,12,0,0.6129,0.3298,21,0.4167,2,0.21,0.4328072096063044,35.0,15.1483,0.4513,47.8916,0.696,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,193,34,34,34,0,0,0,0,28,24,28,0,3,33,0,0,33,0,0,33,0,0,C-noN3
35,C,0,0.4784,0.456,0.3776,0.4837,7,15,0,0.636,0.3018,21,0.4091,0,0.21,0.42059603230604614,35.0,14.7209,0.4275,47.5835,0.696,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,200,35,35,35,0,0,0,0,29,25,29,0,3,34,0,0,34,0,0,34,0,0,C-noN3
36,C,0,0.4722,0.4598,0.3819,0.4907,6,11,0,0.6481,0.2855,22,0.4706,2,0.21285714285714288,0.4077048855605149,35.0,14.2697,0.391,47.3145,0.696,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,206,36,36,36,0,0,0,0,30,26,30,0,3,35,0,0,35,0,0,35,0,0,C-noN3
37,C,0,0.4711,0.4633,0.3859,0.497,4,12,0,0.6428,0.2764,21,0.5,1,0.21428571428571427,0.40010367095922034,35.0,14.0036,0.2193,47.907,0.696,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,210,37,37,37,0,0,0,0,31,27,31,0,3,36,0,0,36,0,0,36,0,0,C-noN3
38,C,0,0.4653,0.4676,0.3904,0.499,5,10,0,0.6326,0.2846,18,0.6,1,0.21571428571428575,0.3971153571582484,35.0,13.899,0.2134,47.8322,0.696,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,215,38,38,38,0,0,0,0,32,28,32,1,3,37,0,0,37,0,0,37,0,0,C-noN3
39,C,0,0.4567,0.4696,0.3934,0.5212,8,16,0,0.6438,0.2818,18,0.375,5,0.22285714285714284,0.3968782275289372,35.0,13.8907,0.2965,47.408,0.696,0,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0,223,39,39,39,0,0,0,0,33,28,33,2,3,38,0,0,38,0,0,38,0,0,C-noN3
40,C,0,0.4502,0.4727,0.3971,0.5355,6,13,0,0.65,0.2756,18,0.3684,8,0.23428571428571432,0.3921191371001477,35.0,13.7242,0.3215,47.1168,0.696,0,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,229,40,40,40,0,0,0,0,34,28,34,2,4,39,0,0,39,0,0,39,0,0,C-noN3
41,C,0,0.4373,0.477,0.4016,0.5532,9,10,0,0.6561,0.2765,20,0.4737,2,0.23714285714285716,0.38735508268143815,35.0,13.5574,0.3486,46.8145,0.696,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,238,41,41,41,0,0,0,0,35,29,35,2,4,40,0,0,40,0,0,40,0,0,C-noN3
42,C,0,0.4299,0.4808,0.4059,0.5625,6,11,0,0.6664,0.2676,22,0.5294,1,0.23857142857142857,0.38159467696811344,35.0,13.3558,0.3816,46.448,0.696,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,244,42,42,42,0,0,0,0,36,30,36,2,4,41,0,0,41,0,0,41,0,0,C-noN3
43,C,0,0.4201,0.4847,0.4101,0.572,8,11,0,0.6817,0.2545,20,0.5263,1,0.24000000000000002,0.37719888901442916,35.0,13.202,0.3589,46.4073,0.696,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,252,43,43,43,0,0,0,0,37,31,37,2,4,42,0,0,42,0,0,42,0,0,C-noN3
44,C,0,0.4181,0.4882,0.4141,0.5785,5,12,0,0.6981,0.2421,25,0.4118,3,0.2442857142857143,0.36449655800723973,35.0,12.7574,0.4273,45.6208,0.696,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,257,44,44,44,0,0,0,0,38,32,38,2,4,43,0,0,43,0,0,43,0,0,C-noN3
45,C,0,0.4078,0.4925,0.4186,0.5915,9,10,0,0.7161,0.2206,24,0.4737,0,0.2442857142857143,0.354243397332752,35.0,12.3985,0.4104,45.3464,0.696,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,266,45,45,45,0,0,0,0,39,33,39,2,4,44,0,0,44,0,0,44,0,0,C-noN3
46,C,0,0.3999,0.4956,0.4224,0.6118,9,13,0,0.729,0.2048,27,0.4091,2,0.24714285714285716,0.343417825399027,35.0,12.0196,0.421,44.9146,0.696,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,275,46,46,46,0,0,0,0,40,34,40,2,4,45,0,0,45,0,0,45,0,0,C-noN3
47,C,0,0.3941,0.4987,0.4261,0.623,7,13,0,0.7393,0.1881,26,0.45,1,0.24857142857142855,0.3362135133527178,35.0,11.7675,0.3664,44.9355,0.696,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,282,47,47,47,0,0,0,0,41,35,41,3,4,46,0,0,46,0,0,46,0,0,C-noN3
48,C,0,0.3923,0.5,0.4286,0.6345,8,18,0,0.7531,0.1666,24,0.3846,2,0.25142857142857145,0.3342905190883639,35.0,11.7002,0.3025,45.1879,0.696,0,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0,290,48,48,48,0,0,0,0,42,35,42,4,4,47,0,0,47,0,0,47,0,0,C-noN3
49,C,0,0.3836,0.5023,0.4319,0.6492,10,15,0,0.7676,0.1594,23,0.36,0,0.25142857142857145,0.3304619476597925,35.0,11.5662,0.39,44.6161,0.696,0,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0,300,49,49,49,0,0,0,0,43,35,43,5,4,48,0,0,48,0,0,48,0,0,C-noN3
50,C,0,0.3787,0.5047,0.4351,0.6575,8,15,0,0.7883,0.1462,26,0.3913,1,0.25285714285714284,0.32248883486154967,35.0,11.2871,0.5328,43.623,0.696,0,1,1,1,0,0,0,0,1,0,1,1,1,1,0,0,308,50,50,50,0,0,0,0,44,35,44,6,5,49,0,0,49,0,0,49,0,0,C-noN3
51,C,0,0.3734,0.5093,0.4399,0.6625,5,9,0,0.7883,0.1426,27,0.5714,2,0.25571428571428567,0.3142579663327298,35.0,10.999,0.4879,43.5596,0.696,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,313,51,51,51,0,0,0,0,45,36,45,7,5,50,0,0,50,0,0,50,0,0,C-noN3
52,C,0,0.364,0.5143,0.4449,0.6667,6,8,0,0.7926,0.1404,27,0.5714,0,0.25571428571428567,0.3041383732000111,35.0,10.6448,0.4788,43.2509,0.696,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,319,52,52,52,0,0,0,0,46,37,46,8,5,51,0,0,51,0,0,51,0,0,C-noN3
53,C,0,0.3585,0.5193,0.4499,0.6715,5,8,0,0.79,0.1401,27,0.6154,0,0.25571428571428567,0.2941698663109735,35.0,10.2959,0.4289,43.1512,0.696,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,324,53,53,53,0,0,0,0,47,38,47,9,5,52,0,0,52,0,0,52,0,0,C-noN3
54,C,0,0.3504,0.524,0.4546,0.6835,9,9,0,0.7969,0.1356,28,0.4706,1,0.2571428571428571,0.28218172081543297,35.0,9.8764,0.4914,42.4194,0.696,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,333,54,54,54,0,0,0,0,48,39,48,10,5,53,0,0,53,0,0,53,0,0,C-noN3
55,C,0,0.3452,0.5278,0.4589,0.6922,6,11,0,0.808,0.1259,28,0.5,0,0.2571428571428571,0.26932457795829007,35.0,9.4264,0.5127,41.863,0.696,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,339,55,55,55,0,0,0,0,49,40,49,11,5,54,0,0,54,0,0,54,0,0,C-noN3
56,C,0,0.34,0.531,0.4626,0.7055,10,13,0,0.826,0.102,31,0.4545,0,0.2571428571428571,0.2576102922440044,35.0,9.0164,0.4802,41.6151,0.696,2,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,349,56,56,56,0,0,0,0,50,41,50,12,5,55,0,0,55,0,0,55,0,0,C-noN3
57,C,0,0.335,0.5356,0.4674,0.7085,7,9,0,0.826,0.0931,30,0.5882,0,0.2571428571428571,0.24458172081543295,35.0,8.5604,0.3659,41.731,0.696,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,356,57,57,57,0,0,0,0,51,42,51,13,5,56,0,0,56,0,0,56,0,0,C-noN3
58,C,0,0.3286,0.5391,0.4714,0.719,11,12,0,0.832,0.0826,27,0.4762,0,0.2571428571428571,0.24063886367257575,35.0,8.4224,0.3375,41.7346,0.696,2,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,367,58,58,58,0,0,0,0,52,43,52,14,5,57,0,0,57,0,0,57,0,0,C-noN3
59,C,0,0.3227,0.5445,0.4766,0.7222,6,7,0,0.8278,0.0901,25,0.4667,1,0.2585714285714286,0.23406852014113955,35.0,8.1924,0.4158,41.1133,0.696,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,373,59,59,59,0,0,0,0,53,44,53,15,5,58,0,0,58,0,0,58,0,0,C-noN3
60,C,0,0.3221,0.5476,0.4804,0.7275,8,13,0,0.8372,0.0874,26,0.4286,0,0.2585714285714286,0.2273256629982824,35.0,7.9564,0.4652,40.6305,0.696,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,381,60,60,60,0,0,0,0,54,45,54,16,6,59,0,0,59,0,0,59,0,0,C-noN3
61,C,0,0.3158,0.5515,0.4846,0.735,9,11,0,0.8458,0.0792,29,0.45,0,0.2585714285714286,0.21880166693625455,35.0,7.6581,0.5082,40.1171,0.696,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,390,61,61,61,0,0,0,0,55,46,55,17,6,60,0,0,60,0,0,60,0,0,C-noN3
62,C,0,0.3091,0.5542,0.4881,0.7535,10,14,0,0.8586,0.068,31,0.375,0,0.2585714285714286,0.20805772475340512,35.0,7.282,0.5514,39.5251,0.696,0,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0,400,62,62,62,0,0,0,0,56,46,56,18,6,61,0,0,61,0,0,61,0,0,C-noN3
63,C,0,0.3035,0.5592,0.4931,0.7517,6,8,0,0.8561,0.0674,29,0.6429,0,0.2585714285714286,0.2009720104676908,35.0,7.034,0.4609,39.7294,0.696,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,406,63,63,63,0,0,0,0,57,47,57,19,6,62,0,0,62,0,0,62,0,0,C-noN3
64,C,0,0.3013,0.5627,0.4971,0.757,7,12,0,0.8638,0.061,32,0.5,0,0.2585714285714286,0.19304985838923158,35.0,6.7567,0.511,39.2016,0.696,2,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,413,64,64,64,0,0,0,0,58,48,58,20,6,63,0,0,63,0,0,63,0,0,C-noN3
65,C,0,0.3018,0.5655,0.5006,0.7562,7,14,0,0.8835,0.043,30,0.4545,0,0.2585714285714286,0.18653557267494586,35.0,6.5287,0.539,38.8339,0.696,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,420,65,65,65,0,0,0,0,59,49,59,21,6,64,0,0,64,0,0,64,0,0,C-noN3
66,C,0,0.2784,0.5708,0.5059,0.7807,13,7,0,0.8929,0.0323,33,0.6429,0,0.2585714285714286,0.1731641441035173,35.0,6.0607,0.5369,38.376,0.696,9,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,433,66,66,66,0,0,0,0,60,50,60,22,6,65,0,0,65,0,0,65,0,0,C-noN3
67,C,0,0.2696,0.5773,0.5119,0.785,6,4,0,0.8844,0.0356,33,1.0,0,0.2585714285714286,0.16013557267494585,35.0,5.6047,0.4622,38.2936,0.696,18,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,439,67,67,67,0,0,0,0,61,51,61,23,6,66,0,0,66,0,0,66,0,0,C-noN3
68,C,0,0.2671,0.5816,0.5164,0.7907,6,10,0,0.8826,0.0328,31,0.5,0,0.2585714285714286,0.15230700124637447,35.0,5.3307,0.3854,38.4038,0.696,13,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,445,68,68,68,0,0,0,0,62,52,62,24,6,67,0,0,67,0,0,67,0,0,C-noN3
69,C,0,0.2665,0.5851,0.5204,0.7992,8,10,0,0.8852,0.0307,30,0.4348,0,0.2585714285714286,0.14762128696066015,35.0,5.1667,0.4055,38.1394,0.696,4,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,453,69,69,69,0,0,0,0,63,53,63,25,6,68,0,0,68,0,0,68,0,0,C-noN3
70,C,0,0.2499,0.5893,0.5249,0.8223,16,10,0,0.8981,0.0282,33,0.36,0,0.2585714285714286,0.1363641441035173,35.0,4.7727,0.573,36.9076,0.696,5,1,1,1,0,0,0,0,1,0,1,1,1,1,0,0,469,70,70,70,0,0,0,0,64,53,64,26,7,69,0,0,69,0,0,69,0,0,C-noN3
71,C,0,0.2403,0.5947,0.5301,0.8305,7,7,0,0.8989,0.025,32,0.6,0,0.2585714285714286,0.12527842981780302,35.0,4.3847,0.5287,36.7413,0.696,10,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,476,71,71,71,0,0,0,0,65,54,65,27,7,70,0,0,70,0,0,70,0,0,C-noN3
72,C,0,0.2275,0.5993,0.5349,0.851,14,9,0,0.8981,0.0265,33,0.6154,0,0.2585714285714286,0.11590700124637447,35.0,4.0567,0.5277,36.4182,0.696,26,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,490,72,72,72,0,0,0,0,66,55,66,28,7,71,0,0,71,0,0,71,0,0,C-noN3
73,C,0,0.2137,0.604,0.5396,0.8635,12,9,0,0.9024,0.0221,33,0.5294,0,0.2585714285714286,0.10733557267494587,35.0,3.7567,0.5227,36.1433,0.696,34,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,502,73,73,73,0,0,0,0,67,56,67,29,7,72,0,0,72,0,0,72,0,0,C-noN3
74,C,0,0.2061,0.6101,0.5454,0.869,9,5,0,0.9032,0.0224,33,0.7778,0,0.2585714285714286,0.09567842981780302,35.0,3.3487,0.5389,35.6541,0.696,46,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,511,74,74,74,0,0,0,0,68,57,68,30,7,73,0,0,73,0,0,73,0,0,C-noN3
75,C,0,0.1856,0.6166,0.5514,0.883,13,4,0,0.9015,0.0238,33,0.8889,0,0.2585714285714286,0.08436414410351732,35.0,2.9527,0.5487,35.2094,0.696,59,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,524,75,75,75,0,0,0,0,69,58,69,31,7,74,0,0,74,0,0,74,0,0,C-noN3
76,C,0,0.1709,0.6223,0.5569,0.89,13,6,0,0.9015,0.0218,34,0.6923,0,0.2585714285714286,0.0726498583892316,35.0,2.5427,0.4972,35.0569,0.696,69,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,537,76,76,75,0,0,0,0,70,59,70,32,7,75,0,0,75,0,0,75,0,0,C-noN3
