day,scenario,seed,mean_health,mean_sdh_risk,mean_isolation,mean_acute_dependence,acute_events_today,prevention_acts_today,social_links_today,mean_fatigue,gini_fatigue,burnout_count,top10_load_ratio,coop_acts_today,coordination_level,pending_tasks,M1,M2,M3,M4,M5,FC_A1,FC_A2,FC_A3,FC_B1,FC_B2,FC_B3,FC_B4,FC_C1,FC_C2,FC_C3,cum_acute_events,cum_M1,cum_M2,cum_M3,cum_M4,cum_M5,cum_FC_A1,cum_FC_A2,cum_FC_A3,cum_FC_B1,cum_FC_B2,cum_FC_B3,cum_FC_B4,cum_FC_C1,cum_FC_C2,cum_FC_C3,total_nudge_interventions,label
1,C,0,0.6596,0.3628,0.2588,0.0112,3,12,0,0.2225,0.2609,0,0.2105,5,0.5588,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,C-noN3
2,C,0,0.6559,0.3615,0.2581,0.0367,7,14,2,0.2601,0.2592,0,0.1429,8,0.6948,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,10,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,C-noN3
3,C,0,0.6554,0.3612,0.2596,0.0607,7,17,0,0.3005,0.2276,0,0.1379,6,0.8281,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,17,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,1,C-noN3
4,C,0,0.6564,0.3632,0.2626,0.0722,4,12,0,0.3199,0.2485,0,0.2,5,0.9,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,21,4,4,4,1,0,0,0,0,0,0,0,0,0,0,0,1,C-noN3
5,C,0,0.6424,0.3648,0.2653,0.1027,9,12,0,0.3538,0.2648,0,0.1538,6,0.99,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,30,5,5,5,1,0,0,0,0,0,0,0,0,0,0,0,1,C-noN3
6,C,0,0.6363,0.365,0.2671,0.1202,6,15,0,0.3901,0.2652,0,0.1481,7,0.99,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,36,6,6,6,1,0,0,0,0,0,0,0,0,0,0,0,1,C-noN3
7,C,0,0.6358,0.3685,0.2711,0.1253,3,9,0,0.3975,0.2903,0,0.2667,4,0.99,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,39,7,7,7,1,0,0,0,1,0,0,0,0,1,0,0,2,C-noN3
8,C,0,0.6413,0.3678,0.2723,0.1377,5,14,0,0.4364,0.2961,0,0.1429,10,0.99,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,44,8,8,8,1,0,0,0,2,0,0,0,0,2,0,0,3,C-noN3
9,C,0,0.6303,0.3725,0.2771,0.1535,6,8,0,0.4425,0.3197,1,0.2,2,0.99,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,50,9,9,9,1,0,0,0,3,0,0,0,0,3,0,0,4,C-noN3
10,C,0,0.6228,0.3748,0.2803,0.169,6,13,0,0.4663,0.3188,2,0.1905,3,0.99,0,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,56,10,10,10,1,0,0,0,4,0,1,0,1,4,0,0,5,C-noN3
11,C,0,0.6063,0.3787,0.2846,0.196,9,8,0,0.4893,0.3183,2,0.2,4,0.99,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,65,11,11,11,1,0,0,0,5,0,2,0,1,5,0,0,6,C-noN3
12,C,0,0.5973,0.3826,0.2888,0.211,6,11,0,0.505,0.3248,2,0.1765,1,0.99,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,71,12,12,12,1,0,0,0,6,0,3,0,1,6,0,0,7,C-noN3
13,C,0,0.5906,0.3823,0.2903,0.226,6,12,0,0.5498,0.3084,2,0.1429,11,0.99,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,77,13,13,13,1,0,0,0,7,0,4,0,1,7,0,0,8,C-noN3
14,C,0,0.5912,0.3851,0.2938,0.229,3,10,0,0.568,0.3179,3,0.2353,5,0.99,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,80,14,14,14,1,0,0,0,8,0,5,0,1,8,0,0,9,C-noN3
15,C,0,0.5843,0.386,0.2961,0.2518,8,12,0,0.6104,0.2977,7,0.1481,8,0.99,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,88,15,15,15,1,0,0,0,9,0,6,0,1,9,0,0,10,C-noN3
16,C,0,0.5778,0.3898,0.3003,0.2625,5,9,0,0.6289,0.2892,9,0.25,3,0.99,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,93,16,16,16,1,0,0,0,10,0,7,0,1,10,0,0,11,C-noN3
17,C,0,0.5593,0.3933,0.3043,0.2935,10,10,0,0.6575,0.2589,8,0.2,3,0.99,3,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,103,17,17,17,1,0,0,0,11,0,8,0,1,11,0,0,12,C-noN3
18,C,0,0.5503,0.3972,0.3086,0.3085,6,11,0,0.6807,0.2427,11,0.1579,1,0.99,2,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,109,18,18,18,1,0,0,0,12,0,9,0,1,12,0,0,13,C-noN3
19,C,0,0.5283,0.4022,0.3136,0.3392,10,8,0,0.7,0.2257,13,0.2,1,0.99,9,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,119,19,19,19,1,0,0,0,13,0,10,0,1,13,0,0,14,C-noN3
20,C,0,0.5102,0.4072,0.3186,0.3635,9,8,0,0.7168,0.2088,13,0.2308,1,0.99,12,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,128,20,20,20,1,0,0,0,14,0,11,0,2,14,0,0,15,C-noN3
21,C,0,0.485,0.4126,0.3238,0.394,11,6,0,0.7341,0.1912,14,0.2857,2,0.99,22,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,139,21,21,21,1,0,0,0,15,0,12,0,2,15,0,0,16,C-noN3
22,C,0,0.4839,0.4165,0.3281,0.3985,4,7,0,0.752,0.1695,16,0.2353,5,0.99,24,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,143,22,22,22,1,0,0,0,16,0,13,0,2,16,0,0,17,C-noN3
23,C,0,0.4706,0.4211,0.3328,0.4167,7,7,0,0.7653,0.1579,16,0.2667,3,0.99,29,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,150,23,23,23,1,0,0,0,17,0,14,0,2,17,0,0,18,C-noN3
24,C,0,0.4584,0.4253,0.3373,0.433,7,10,0,0.7798,0.1459,17,0.2308,1,0.99,34,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,157,24,24,24,1,0,0,0,18,0,15,0,2,18,0,0,19,C-noN3
25,C,0,0.4414,0.4311,0.3428,0.453,9,6,0,0.7814,0.1384,18,0.25,0,0.9912,45,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0,166,25,25,25,1,0,0,0,19,0,16,1,2,19,0,0,20,C-noN3
26,C,0,0.4296,0.4361,0.3478,0.4675,6,7,0,0.7922,0.1281,17,0.3077,2,0.9912,44,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,172,26,26,25,1,0,0,0,20,0,17,1,2,20,0,0,21,C-noN3
27,C,0,0.4168,0.4415,0.3531,0.4825,8,6,0,0.8075,0.1193,17,0.3333,2,0.9912,51,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,180,27,27,25,1,0,0,0,21,0,18,1,2,21,0,0,22,C-noN3
28,C,0,0.4008,0.4468,0.3583,0.5037,8,7,0,0.8176,0.1095,18,0.3333,1,0.9912,60,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,188,28,28,25,1,0,0,0,22,0,19,1,2,22,0,0,23,C-noN3
29,C,0,0.3929,0.4522,0.3636,0.515,6,6,0,0.8253,0.0984,18,0.4,2,0.9912,71,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,194,29,29,25,1,0,0,1,23,1,20,2,2,23,0,0,24,C-noN3
30,C,0,0.3834,0.4583,0.3693,0.5207,4,4,0,0.8314,0.0855,17,0.3636,2,0.9912,70,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,198,30,30,25,1,0,0,2,24,1,21,3,3,24,0,0,25,C-noN3
31,C,0,0.3674,0.4641,0.3748,0.543,8,5,0,0.8371,0.0769,18,0.3077,2,0.9912,78,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,206,31,31,25,1,0,0,3,25,1,22,4,3,25,0,0,26,C-noN3
32,C,0,0.3616,0.4676,0.3788,0.5595,8,9,0,0.8553,0.0699,18,0.25,4,0.9912,84,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,214,32,32,25,1,0,0,4,26,1,23,4,3,26,0,0,27,C-noN3
33,C,0,0.35,0.4737,0.3846,0.571,7,4,0,0.863,0.0617,18,0.4,2,0.9912,95,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,221,33,33,25,1,0,0,5,27,2,24,4,3,27,0,0,28,C-noN3
34,C,0,0.3411,0.4795,0.3901,0.583,6,6,0,0.871,0.0508,18,0.2727,1,0.9912,103,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,227,34,34,25,1,0,0,6,28,2,25,4,3,28,0,0,29,C-noN3
35,C,0,0.3368,0.486,0.3961,0.5805,2,4,0,0.8758,0.0457,19,0.25,0,0.9912,107,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,229,35,35,25,1,0,0,7,29,2,26,5,3,29,0,0,30,C-noN3
36,C,0,0.3297,0.4913,0.4013,0.5925,7,7,0,0.8843,0.04,20,0.3333,1,0.9912,116,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,236,36,36,25,1,0,0,8,30,2,27,6,3,30,0,0,31,C-noN3
37,C,0,0.3078,0.4978,0.4073,0.6227,13,4,0,0.8887,0.0362,21,0.3333,0,0.9912,132,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,249,37,37,25,1,0,0,9,31,2,28,7,3,31,0,0,32,C-noN3
38,C,0,0.3007,0.5043,0.4133,0.626,8,4,0,0.8883,0.0355,22,0.5,1,0.9912,147,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,257,38,38,25,1,0,0,10,32,3,29,8,3,32,0,0,33,C-noN3
39,C,0,0.2818,0.5101,0.4188,0.6495,13,5,0,0.8884,0.0261,18,0.4444,2,0.9912,160,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,270,39,39,25,1,0,0,11,33,4,30,9,3,33,0,0,34,C-noN3
40,C,0,0.2678,0.5155,0.4241,0.6662,10,7,0,0.8968,0.019,16,0.1667,0,0.9912,166,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,280,40,40,25,1,0,0,12,34,4,31,10,4,34,0,0,35,C-noN3
41,C,0,0.2579,0.5216,0.4298,0.6725,6,5,0,0.902,0.0179,21,0.2,0,0.9912,171,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,286,41,41,25,1,0,0,13,35,4,32,11,4,35,0,0,36,C-noN3
42,C,0,0.2506,0.5281,0.4358,0.6762,5,4,0,0.904,0.0164,20,0.2857,0,0.9912,179,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,291,42,42,25,1,0,0,14,36,4,33,12,4,35,0,0,37,C-noN3
43,C,0,0.2385,0.5342,0.4416,0.6917,9,5,0,0.9073,0.0135,21,0.375,1,0.9912,188,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,300,43,43,25,1,0,0,15,37,4,34,13,4,35,0,0,38,C-noN3
